constructorId,url,name,nationality
boro,http://en.wikipedia.org/wiki/Boro_(Formula_One),Boro,Dutch
brabham-alfa_romeo,http://en.wikipedia.org/wiki/Brabham,Brabham-Alfa Romeo,British
brabham-ford,http://en.wikipedia.org/wiki/Brabham,Brabham-Ford,British
brm,http://en.wikipedia.org/wiki/BRM,BRM,British
ensign,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29,Ensign,British
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
fittipaldi,http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29,Fittipaldi,Brazilian
hesketh,http://en.wikipedia.org/wiki/Hesketh_Racing,Hesketh,British
kojima,http://en.wikipedia.org/wiki/Kojima_Engineering,Kojima,Japanese
ligier,http://en.wikipedia.org/wiki/Ligier,Ligier,French
maki,http://en.wikipedia.org/wiki/Maki_(cars),Maki,Japanese
march,http://en.wikipedia.org/wiki/March_Engineering,March,British
mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British
parnelli,http://en.wikipedia.org/wiki/Parnelli,Parnelli,American
penske,http://en.wikipedia.org/wiki/Penske_Racing,Penske,American
shadow,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,Shadow,British
surtees,http://en.wikipedia.org/wiki/Surtees,Surtees,British
team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British
tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British
williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British
wolf,http://en.wikipedia.org/wiki/Walter_Wolf_Racing,Wolf,Canadian
